region_id	region_name	region_ent_type	total_value	bricks	cement_block	granite_cube_stones	cabook	pressed_soil_bricks	warichchi_mud	cadjan_palmyrah	planks_metal_sheets_asbestos	zink_aluminium_sheets	other	not_relevant
LK-1112130	Galavilawatta North	gnd	1026	441	497	1	75	4	6	0	1	0	0	1
LK-1327175	Dodangoda West	gnd	1025	77	863	25	48	7	2	0	3	0	0	0
LK-7139065	Mudithagama	gnd	1025	809	211	0	0	1	4	0	0	0	0	0
LK-1109215	Boralugoda	gnd	1024	30	978	0	11	3	1	0	1	0	0	0
LK-1321405	Nagoda South	gnd	1024	262	658	0	79	21	2	0	2	0	0	0
LK-6203100	Ettala	gnd	1023	201	704	1	0	0	0	73	28	15	0	1
LK-1112285	Pitipana South	gnd	1022	37	930	2	41	10	1	0	1	0	0	0
LK-1206210	Kurana Katunayaka West	gnd	1022	721	290	0	0	0	0	1	9	1	0	0
LK-1310125	Poruwadanda West	gnd	1022	50	927	4	34	1	4	0	0	1	1	0
LK-5136100	Kaluwanchikudy South	gnd	1022	935	54	0	1	0	0	2	25	5	0	0
LK-9148065	Gangeyaya	gnd	1022	714	268	1	9	7	18	0	5	0	0	0
LK-1109270	Wickramasinghapura	gnd	1020	355	649	6	7	0	0	0	2	1	0	0
LK-1230530	Dompe	gnd	1020	98	821	0	92	4	2	0	2	1	0	0
LK-1321375	Pulartan	gnd	1020	165	809	0	11	0	3	1	31	0	0	0
LK-6218050	Mukkuthoduwawa	gnd	1020	373	510	0	0	0	0	99	36	2	0	0
LK-2312205	Pedro	gnd	1019	156	499	196	134	1	2	0	31	0	0	0
LK-9112085	Malangama	gnd	1019	10	965	9	0	15	16	0	3	1	0	0
LK-9221165	Ruwanwella	gnd	1018	63	925	17	2	5	0	0	6	0	0	0
LK-1112150	Godagama South	gnd	1017	137	844	0	33	2	1	0	0	0	0	0
LK-1112275	Pitipana North	gnd	1017	142	854	8	10	2	1	0	0	0	0	0
LK-1239010	Ihala Biyanvila North	gnd	1017	365	603	2	38	6	1	0	1	1	0	0
LK-9148130	Modarawana	gnd	1017	709	293	0	0	10	2	1	2	0	0	0
LK-1115150	Puwakpitiya South	gnd	1016	34	965	0	0	10	3	0	4	0	0	0
LK-1206095	Katiyala	gnd	1016	681	322	1	0	0	0	0	12	0	0	0
LK-1233415	Gongithota	gnd	1014	357	635	0	11	4	0	1	6	0	0	0
LK-2112170	Udathalavinna Madige	gnd	1014	677	320	1	0	4	9	0	3	0	0	0
LK-3112200	Igala Thalawa	gnd	1014	177	805	6	0	19	6	0	1	0	0	0
LK-1206150	Kadirana South	gnd	1013	472	505	11	0	0	0	0	24	0	1	0
LK-3312100	Sisilasagama	gnd	1013	774	221	0	1	11	4	0	2	0	0	0
LK-1106230	Dodamgahahena	gnd	1012	449	554	1	5	0	0	1	2	0	0	0
LK-1133195	Katukurunda South	gnd	1012	324	593	4	23	0	0	0	67	0	0	1
LK-2312250	Kirimetiya	gnd	1011	213	719	63	2	7	6	0	0	1	0	0
LK-1306080	Kuda Aruggoda East	gnd	1010	78	875	0	37	3	2	0	14	1	0	0
LK-1133065	Uyana North	gnd	1009	275	568	0	57	1	0	0	107	1	0	0
LK-1221030	Ekala	gnd	1009	416	575	0	6	2	0	0	9	1	0	0
LK-1203180	Thalahena	gnd	1008	740	258	2	2	4	1	0	1	0	0	0
LK-3109195	Kurundugaha Hethekma	gnd	1008	182	812	0	0	8	2	0	3	0	0	1
LK-5215015	Karangawa	gnd	1008	866	122	0	2	5	9	0	4	0	0	0
LK-9106185	Kahengama West	gnd	1008	28	953	3	1	5	13	0	5	0	0	0
LK-1310070	Maha Ingiriya	gnd	1007	13	966	18	5	0	1	0	4	0	0	0
LK-4309170	Kandapuram	gnd	1007	305	679	0	0	10	7	1	4	1	0	0
LK-9206080	Mahawatta	gnd	1007	843	158	3	0	0	2	0	1	0	0	0
LK-1130060	Malwatta	gnd	1006	653	347	3	2	0	0	0	1	0	0	0
LK-5315170	Wellaimanal	gnd	1006	666	332	0	0	3	1	0	4	0	0	0
LK-1203005	Kammalthura	gnd	1005	535	450	9	0	1	0	2	5	2	1	0
LK-1221080	Bandigoda	gnd	1005	232	721	10	34	2	5	0	1	0	0	0
LK-2314165	Rosella	gnd	1005	20	707	259	0	5	12	0	2	0	0	0
LK-5321100	Agbopura	gnd	1004	780	202	0	0	2	19	0	1	0	0	0
LK-1239085	Makola North Ihala	gnd	1003	144	812	3	22	20	2	0	0	0	0	0
LK-2151190	Delpitiya	gnd	1003	44	890	30	4	30	1	0	3	1	0	0
LK-1221185	Uswatta	gnd	1002	367	575	16	33	1	0	0	8	2	0	0
LK-1133075	Rawathawatta East	gnd	1001	369	566	3	45	0	0	0	18	0	0	0
LK-1203055	Dalupotha	gnd	1001	703	293	0	2	1	0	0	2	0	0	0
LK-2130275	Gurudeniya East	gnd	1001	349	618	11	0	1	17	0	4	1	0	0
LK-1209595	Assennawatta East	gnd	1000	433	496	2	3	49	16	0	1	0	0	0
LK-4309075	Thandikulam	gnd	1000	130	866	0	0	1	1	0	2	0	0	0
LK-6203065	Palliwasalthure	gnd	1000	161	754	2	0	2	0	69	12	0	0	0
LK-9109070	Matuwagala	gnd	1000	19	900	6	50	5	14	0	6	0	0	0
LK-8133175	Nayabedda Estate	gnd	999	58	616	286	18	9	0	0	9	0	3	0
LK-9106045	Pussella	gnd	999	32	938	16	4	3	6	0	0	0	0	0
LK-9148045	Adaluwa	gnd	999	594	309	11	0	8	75	0	2	0	0	0
LK-1221060	Thudella West	gnd	998	117	852	0	3	0	0	0	26	0	0	0
LK-1221275	Ketagewatta	gnd	998	473	485	2	11	12	6	0	6	2	1	0
LK-5118055	Karuvappankerny	gnd	998	850	107	0	0	0	0	1	35	5	0	0
LK-1221230	Nagoda	gnd	997	592	395	0	6	1	0	0	3	0	0	0
LK-1109090	Batewela	gnd	996	63	923	0	5	1	2	0	2	0	0	0
LK-2314245	Newvalleygama	gnd	995	19	745	191	1	26	8	0	4	1	0	0
LK-8233065	Mahagama	gnd	995	708	259	1	0	5	20	0	2	0	0	0
LK-1106090	Maha Buthgamuwa A	gnd	993	125	855	1	2	2	0	0	7	0	0	1
LK-5218180	Sennelgramam 02	gnd	993	770	191	0	0	1	2	0	23	6	0	0
LK-8121050	Thelbedda Estate	gnd	993	80	742	36	1	99	25	0	4	1	5	0
LK-9109075	Dodampe West	gnd	993	37	856	10	42	12	29	0	7	0	0	0
LK-6157105	Millawa	gnd	990	906	80	2	0	1	0	0	1	0	0	0
LK-1218205	Palliyawatta South	gnd	989	531	454	0	3	0	0	0	0	0	0	1
LK-2136395	Pilapitiya	gnd	989	181	778	11	1	10	4	0	4	0	0	0
LK-2313330	Glasgow	gnd	989	115	716	86	23	34	10	1	3	0	1	0
LK-9106180	Kithulpe	gnd	989	64	858	35	4	12	16	0	0	0	0	0
LK-9148145	Jadura	gnd	988	622	299	1	1	8	55	0	2	0	0	0
LK-5127120	Arayampathy East	gnd	987	728	61	0	6	0	0	0	145	46	1	0
LK-1306050	Kothalawala	gnd	986	38	835	1	109	1	0	0	0	0	0	2
LK-4309180	Samalankulam	gnd	985	218	722	2	2	4	12	2	18	5	0	0
LK-9124170	Borala	gnd	985	300	508	19	25	101	31	0	1	0	0	0
LK-9218100	Ambepussa	gnd	985	422	487	1	0	50	18	0	6	0	0	1
LK-2230115	Viharagama	gnd	984	584	391	1	1	4	2	0	1	0	0	0
LK-8233070	Habarattawela	gnd	984	769	200	0	0	6	9	0	0	0	0	0
LK-2313125	Yulefield	gnd	983	16	883	18	0	65	0	0	1	0	0	0
LK-5324040	Ayiliyady	gnd	983	924	47	0	0	0	2	2	2	6	0	0
LK-8139110	Haputhale Town	gnd	983	58	654	208	6	51	0	0	6	0	0	0
LK-8121090	Badulla East	gnd	981	264	671	0	1	41	1	0	3	0	0	0
LK-2303395	Dunsinane	gnd	980	31	904	17	1	5	17	0	3	1	1	0
LK-2312245	Perakumpura	gnd	980	152	771	29	0	5	6	0	9	4	2	2
LK-1106105	Kuruniyawatta	gnd	978	91	801	8	2	0	0	1	73	2	0	0
LK-2313130	Coombewood	gnd	978	25	862	79	2	6	4	0	0	0	0	0
LK-7133125	Step 3 Part 2	gnd	978	874	104	0	0	0	0	0	0	0	0	0
LK-1106220	Madinnagoda	gnd	977	81	857	0	34	1	2	0	2	0	0	0
LK-1224270	Gampaha Aluthgama East	gnd	977	656	311	0	5	1	3	0	1	0	0	0
LK-2224025	Akarahediya	gnd	977	728	223	1	0	2	17	0	6	0	0	0
LK-1239175	Mabima East	gnd	976	46	918	0	7	1	0	0	1	0	0	3
LK-1136365	Kahapola	gnd	975	41	884	0	47	1	1	0	1	0	0	0
LK-1303310	Thalpitiya South	gnd	974	203	714	5	41	0	4	0	7	0	0	0
LK-2151060	Bothalapitiya	gnd	974	110	853	4	0	5	1	0	1	0	0	0
LK-7133115	Mahapaladikulama	gnd	974	766	184	6	0	7	11	0	0	0	0	0
LK-8224105	Pelwatta	gnd	974	877	51	0	0	27	17	0	1	1	0	0
LK-1112175	Kandanawatta	gnd	973	152	777	9	34	1	0	0	0	0	0	0
LK-1136150	Kaliyammahara	gnd	973	130	827	4	6	0	2	0	4	0	0	0
LK-1224385	Rathupaswala	gnd	973	269	627	5	7	26	39	0	0	0	0	0
LK-1239035	Kammalwatta	gnd	973	75	855	0	22	11	6	0	4	0	0	0
LK-1312035	Kongasthenna	gnd	973	8	941	4	4	5	2	0	9	0	0	0
LK-7133135	Wanniyankulama Kotasa 1	gnd	972	699	263	3	0	1	4	0	1	0	0	1
LK-9151070	Kolonna	gnd	972	634	235	7	1	14	78	0	2	1	0	0
LK-8103160	Mapakadawewa	gnd	971	880	81	1	0	5	3	0	1	0	0	0
LK-1221095	Nivandama South	gnd	970	111	774	9	28	18	29	0	1	0	0	0
LK-7133080	Step 2 Part 1	gnd	970	837	131	1	0	1	0	0	0	0	0	0
LK-1203175	Pitipana South - West	gnd	969	709	234	1	0	0	2	4	19	0	0	0
LK-5106035	Meeravodai Muslim East	gnd	969	837	118	0	0	0	0	0	11	3	0	0
LK-6233070	Wattakkaliya	gnd	969	715	191	1	0	6	0	4	51	0	0	1
LK-2313120	Drayton	gnd	967	30	907	14	3	9	3	0	1	0	0	0
LK-6157055	Thorayaya	gnd	967	863	84	1	1	11	2	0	5	0	0	0
LK-3239035	Wekada	gnd	966	517	393	0	24	8	13	0	11	0	0	0
LK-5110065	Santhiveli	gnd	965	767	150	1	1	0	2	4	37	3	0	0
LK-1121105	Maharagama East	gnd	964	532	390	6	33	1	2	0	0	0	0	0
LK-1133050	Lakshapathiya Central	gnd	964	455	474	0	24	0	0	0	11	0	0	0
LK-1206360	Raddoluwa South	gnd	964	461	496	0	3	2	2	0	0	0	0	0
LK-1233325	Gonahena West	gnd	964	345	595	0	11	10	1	1	1	0	0	0
LK-8221115	Thelulla Colony	gnd	964	707	195	1	4	43	13	0	0	0	1	0
LK-1109085	Nawagamuwa South	gnd	963	105	826	7	12	11	0	0	2	0	0	0
LK-9206160	Kappagoda	gnd	963	576	378	0	0	3	6	0	0	0	0	0
LK-1106210	Wijayapura	gnd	962	365	579	7	6	0	2	0	3	0	0	0
LK-5109020	Peththalai	gnd	962	529	358	1	0	1	0	54	18	1	0	0
LK-1133105	Kadalana	gnd	961	430	387	0	122	8	5	0	9	0	0	0
LK-1215300	Galloluwa	gnd	961	319	618	0	7	16	1	0	0	0	0	0
LK-1221140	Indiminna	gnd	961	348	580	4	29	0	0	0	0	0	0	0
LK-3303080	Andarawewa	gnd	961	655	272	0	1	25	6	0	1	0	1	0
LK-1133135	Moratumulla East	gnd	960	253	610	0	73	4	1	0	16	0	2	1
LK-1215130	Medemulla South	gnd	960	399	493	0	9	36	19	1	3	0	0	0
LK-6169145	Horombawa	gnd	960	752	196	1	0	3	5	0	3	0	0	0
LK-1218050	Kunjawatta	gnd	959	340	543	2	3	1	0	0	70	0	0	0
LK-2127380	Diyabubula	gnd	959	472	466	6	1	12	0	0	2	0	0	0
LK-4109025	Anaikottai	gnd	959	5	940	1	4	1	0	1	7	0	0	0
LK-7133065	Step 2 Part 2	gnd	959	771	180	1	0	0	2	0	5	0	0	0
LK-9106035	Thalavitiya	gnd	959	54	744	93	66	1	0	0	1	0	0	0
LK-9230050	Dehiovita	gnd	959	24	921	4	3	1	1	1	4	0	0	0
LK-1124040	Ethulkotte West	gnd	958	565	371	5	14	0	0	0	3	0	0	0
LK-1306135	Alubomulla West	gnd	958	154	753	0	46	0	0	0	5	0	0	0
LK-9227015	Kabulumulla	gnd	958	350	561	29	9	4	1	0	4	0	0	0
LK-7206225	Yudhaganawa	gnd	957	892	53	0	0	4	7	0	1	0	0	0
LK-4118115	Achchelu	gnd	956	11	906	0	1	2	7	9	14	1	0	5
LK-5115020	Eravur 03A	gnd	956	905	18	0	0	0	0	1	27	1	0	4
LK-6242075	Mudukatuwa South	gnd	956	467	470	0	0	5	1	1	12	0	0	0
LK-3312135	Koholankala	gnd	955	756	183	0	0	1	14	0	1	0	0	0
LK-9109010	Deheragoda	gnd	954	78	812	17	32	4	7	1	1	0	2	0
LK-1112180	Kiriberiyakele	gnd	953	140	786	0	26	0	0	0	1	0	0	0
LK-1212705	Kureekotuwa	gnd	953	95	839	1	1	11	1	0	4	1	0	0
LK-1221285	Rampitiya	gnd	953	465	435	0	42	9	0	0	2	0	0	0
LK-1324190	Walathara	gnd	953	385	488	2	17	6	0	0	54	1	0	0
LK-2130155	Nagasthenna	gnd	953	216	714	8	0	3	6	0	6	0	0	0
LK-2157075	Imbulpitiya	gnd	953	150	783	4	9	5	1	0	1	0	0	0
LK-2313020	Hollyrood	gnd	953	54	883	12	0	1	0	0	3	0	0	0
LK-4118045	Urumpirai South	gnd	953	15	903	4	0	1	23	2	3	2	0	0
LK-6154100	Kurunegala Town - North East	gnd	953	901	42	1	0	2	2	0	5	0	0	0
LK-8221130	Balaharuwa	gnd	953	638	227	0	0	13	66	1	5	0	3	0
LK-2312170	Nuwara Eliya Central	gnd	952	273	584	9	0	1	0	0	81	3	1	0
LK-2314270	Moray	gnd	952	6	927	5	0	6	3	0	4	1	0	0
LK-5110070	Palaiyadithona	gnd	952	462	305	0	0	0	1	47	133	4	0	0
LK-5112020	Sittandy 1	gnd	952	767	114	0	0	0	1	14	56	0	0	0
LK-1224395	Belummahara	gnd	951	388	509	0	1	21	32	0	0	0	0	0
LK-6203015	Anawasala	gnd	951	176	707	4	0	1	0	15	48	0	0	0
LK-1206050	Ethgala	gnd	950	513	412	0	0	2	1	0	22	0	0	0
LK-7139090	Nochchiyagama	gnd	950	607	336	0	1	2	0	0	2	1	0	1
LK-1206105	K.C. De Silva Puraya	gnd	949	655	270	0	0	0	0	0	24	0	0	0
LK-1239025	Meegahawatta West	gnd	948	147	742	0	39	18	1	0	0	1	0	0
LK-8121070	Badulla Central	gnd	948	237	697	1	0	12	0	0	1	0	0	0
LK-2313340	Albion	gnd	946	62	438	329	90	6	20	0	0	0	1	0
LK-5106010	Oddamavadi 01 North	gnd	946	881	58	0	1	0	0	0	4	1	0	1
LK-9148020	Udawalawa	gnd	946	765	161	0	0	8	11	0	1	0	0	0
LK-1112100	Panagoda West	gnd	945	141	774	0	26	3	1	0	0	0	0	0
LK-1221195	Batagama South	gnd	945	447	439	1	41	4	13	0	0	0	0	0
LK-1106070	Ambathale	gnd	944	99	813	5	2	4	1	0	20	0	0	0
LK-3315175	Uhapitagoda	gnd	944	705	223	1	0	6	5	0	4	0	0	0
LK-1112075	Meegoda North	gnd	943	28	882	3	23	7	0	0	0	0	0	0
LK-3139015	Maha Hapugala	gnd	943	115	801	1	5	3	1	0	17	0	0	0
LK-1203100	Udayarthoppuwa	gnd	942	841	94	1	2	1	0	0	3	0	0	0
LK-1218110	Heenkenda	gnd	942	366	496	1	60	13	6	0	0	0	0	0
LK-1318020	Welikala	gnd	942	17	836	18	58	0	2	0	10	1	0	0
LK-1218170	Mabola	gnd	941	711	214	1	0	1	0	0	14	0	0	0
LK-2218150	Parawatta	gnd	941	582	344	0	0	4	6	1	4	0	0	0
LK-4118025	Kopai Centre	gnd	941	12	906	0	0	5	4	1	9	3	0	1
LK-7133070	Pothanegama	gnd	941	805	130	0	1	0	2	0	1	1	0	1
LK-4509065	Konavil	gnd	940	9	893	3	0	12	10	5	6	2	0	0
LK-5221020	Periyaneelavanai  02	gnd	940	654	270	0	0	0	0	0	15	1	0	0
LK-6236190	Uraliyagara	gnd	940	672	235	0	1	4	0	1	27	0	0	0
LK-9148175	Halmillaketiya	gnd	940	703	225	0	1	8	2	0	0	0	1	0
LK-1112255	Magammana West	gnd	939	125	716	1	91	4	1	0	1	0	0	0
LK-1133110	Rawathawatta West	gnd	939	630	249	0	54	0	1	0	5	0	0	0
LK-1206040	Katana West	gnd	939	435	490	2	0	2	3	0	7	0	0	0
LK-1309025	Ihala Millewa South	gnd	939	33	849	8	45	4	0	0	0	0	0	0
LK-4133105	Sangiliyan Thoppu	gnd	938	7	904	2	9	8	1	0	5	1	0	1
LK-5324045	Annalnagar	gnd	938	875	54	1	0	0	0	1	5	2	0	0
LK-5327040	Muthur East	gnd	937	808	53	0	0	0	2	9	27	7	0	31
LK-6218010	Viruthodai	gnd	936	528	365	1	0	0	1	27	8	3	0	3
LK-1224225	Galahitiyawa North	gnd	933	323	482	1	37	50	40	0	0	0	0	0
LK-1309060	Halapitiya	gnd	933	12	783	1	130	1	5	0	1	0	0	0
LK-3112145	Batuwanhena	gnd	933	449	452	2	7	13	10	0	0	0	0	0
LK-3242205	Welegoda East	gnd	933	407	519	2	2	0	0	0	3	0	0	0
LK-9139065	Kalalella	gnd	933	76	579	105	13	27	130	0	2	0	1	0
LK-1203155	Kurana West	gnd	932	701	225	1	0	3	0	0	2	0	0	0
LK-1218210	Kurunduhena	gnd	932	345	571	2	6	1	2	0	5	0	0	0
LK-4203140	Eluthur	gnd	932	38	877	0	0	0	0	7	9	1	0	0
LK-8124065	Bogahamaditta	gnd	932	141	673	6	2	104	0	0	4	1	1	0
LK-1236125	Peliyagodawatta	gnd	931	238	675	1	1	0	0	0	16	0	0	0
LK-1239055	Kanduboda West	gnd	931	94	774	2	43	7	10	0	1	0	0	0
LK-4309205	Vavuniya Town North	gnd	931	144	784	0	0	1	2	0	0	0	0	0
LK-6218025	Madurankuliya	gnd	931	538	257	0	0	0	7	87	29	13	0	0
LK-9142055	Madampe North	gnd	931	282	509	58	2	47	29	0	4	0	0	0
LK-1133140	Moratumulla West	gnd	930	439	378	2	82	1	7	0	21	0	0	0
LK-1239110	Makola South Pahala	gnd	930	466	435	1	13	10	4	0	1	0	0	0
LK-9115230	Oluganthota	gnd	930	195	556	136	30	9	2	0	2	0	0	0
LK-2127370	Balagolla East	gnd	929	385	531	2	0	2	7	0	1	0	0	1
LK-5104030	Brynthuraichenai North	gnd	929	887	29	0	0	0	0	1	11	1	0	0
LK-6233100	Ichchampitiya	gnd	929	891	30	0	1	1	0	0	6	0	0	0
LK-1112045	Habarakada North	gnd	928	23	895	3	0	6	0	0	1	0	0	0
LK-2312045	Concordia	gnd	928	98	607	142	0	33	0	0	23	25	0	0
LK-5112065	Vantharumoolai East	gnd	928	690	203	0	0	0	1	5	26	3	0	0
LK-5321110	Rajawewa	gnd	927	770	130	1	0	6	19	0	1	0	0	0
LK-3127010	Halpathota Central	gnd	926	116	706	1	0	9	30	0	62	1	1	0
LK-1206335	Mookalangamuwa West	gnd	925	555	366	0	0	0	0	0	4	0	0	0
LK-1321395	Nagoda West	gnd	925	298	618	0	4	2	0	0	3	0	0	0
LK-1206320	Raddoluwa North	gnd	924	361	559	1	1	0	1	0	1	0	0	0
LK-2309515	Ragala Watta	gnd	924	115	690	59	0	51	2	0	7	0	0	0
LK-6169060	Kekunagolla	gnd	924	883	35	0	0	2	2	0	2	0	0	0
LK-8221090	Veherayaya Colony	gnd	924	740	129	0	0	24	28	0	3	0	0	0
LK-1133145	Villorawatta East	gnd	923	253	584	2	60	1	0	0	23	0	0	0
LK-1336215	Thiniyawala	gnd	923	20	800	13	10	33	41	0	6	0	0	0
LK-3242135	Weragampita	gnd	923	812	94	1	6	0	0	0	10	0	0	0
LK-1209535	Dagonna South	gnd	922	453	461	0	0	3	1	0	4	0	0	0
LK-5327095	Neithalnagar	gnd	922	815	59	0	0	0	0	4	33	10	0	1
LK-9230100	Thimbiripola	gnd	921	7	875	15	4	6	4	0	10	0	0	0
LK-1133155	Indibedda East	gnd	920	165	658	1	51	0	0	0	44	1	0	0
LK-1309090	Thalagala South	gnd	920	38	857	3	19	2	0	0	1	0	0	0
LK-5218250	Valathapitty 01	gnd	920	600	295	0	0	3	3	3	8	8	0	0
LK-1127045	Borella South	gnd	919	483	414	2	19	0	0	0	1	0	0	0
LK-2313360	Dayagama East	gnd	919	20	743	144	0	4	5	0	2	0	0	1
LK-8224015	Unawatuna	gnd	919	825	87	0	0	4	3	0	0	0	0	0
LK-4133130	Thirunelvely Centre North	gnd	917	3	877	7	5	11	3	0	9	2	0	0
LK-1112270	Prasannapura	gnd	916	108	759	4	33	9	3	0	0	0	0	0
LK-3139180	Milidduwa	gnd	916	520	377	7	6	3	0	0	3	0	0	0
LK-3303030	Suravirugama	gnd	916	643	242	0	0	17	13	1	0	0	0	0
LK-1303100	Ambalanduwa	gnd	915	10	880	1	12	1	0	0	11	0	0	0
LK-2314195	Hatton South	gnd	915	35	814	58	0	0	1	0	7	0	0	0
LK-1233315	Gonahena North	gnd	913	234	660	0	12	5	0	0	2	0	0	0
LK-1236025	Kiribathgoda	gnd	913	600	298	7	3	4	0	0	0	1	0	0
LK-2312155	Nanuoya	gnd	913	108	695	94	3	2	2	0	6	2	1	0
LK-3151210	Atanikitha	gnd	913	60	794	2	38	5	5	0	8	1	0	0
LK-7106010	Kanugahawewa	gnd	913	517	329	0	0	21	46	0	0	0	0	0
LK-1121060	Kottawa North	gnd	912	153	713	0	35	1	7	0	3	0	0	0
LK-9136050	Yakdehiwatta	gnd	912	47	811	22	3	16	10	1	1	0	1	0
LK-9206170	Kongamuwa	gnd	911	631	247	1	3	26	1	0	2	0	0	0
LK-1224330	Mahena	gnd	910	150	727	0	7	18	8	0	0	0	0	0
LK-1233295	Rammuthugala	gnd	910	312	546	2	13	15	17	0	2	1	2	0
LK-8121095	Hindagoda	gnd	910	388	487	2	1	32	0	0	0	0	0	0
LK-1136205	Mavittara North	gnd	909	282	583	1	37	4	2	0	0	0	0	0
LK-2310600	Delmar	gnd	909	531	351	20	1	1	0	0	2	3	0	0
LK-5118225	Navatkudah East	gnd	909	796	65	15	0	0	0	0	18	15	0	0
LK-9142205	Balavinna East	gnd	909	426	429	13	0	21	20	0	0	0	0	0
LK-1303145	Walana	gnd	907	356	397	0	149	2	1	0	2	0	0	0
LK-1303220	Eluvila	gnd	907	148	706	3	47	1	0	0	2	0	0	0
LK-5112135	Mylampavely	gnd	907	439	440	0	0	0	0	1	23	4	0	0
LK-9136010	Noragalla	gnd	907	24	779	58	2	30	13	0	1	0	0	0
LK-9230040	Dikella	gnd	907	140	704	28	4	10	13	0	8	0	0	0
LK-1133015	Soysapura North	gnd	906	17	884	3	0	0	0	0	2	0	0	0
LK-1206325	Raddoluwa West	gnd	906	356	539	4	1	5	0	0	1	0	0	0
LK-1224505	Embaraluwa South 2	gnd	906	139	690	2	46	17	10	0	1	1	0	0
LK-1236110	Pattiya East	gnd	906	237	631	1	10	0	0	0	27	0	0	0
LK-1239220	Biyagama South	gnd	906	163	732	1	4	1	0	0	3	2	0	0
LK-1133190	Katukurunda North	gnd	904	435	384	0	43	0	0	0	42	0	0	0
LK-1233360	Mahara Nugegoda South	gnd	904	124	713	9	3	52	2	0	1	0	0	0
LK-1112340	Kahathuduwa West	gnd	903	61	776	6	52	1	5	0	2	0	0	0
LK-1224415	Pahala Imbulgoda West	gnd	903	271	617	2	6	3	4	0	0	0	0	0
LK-3221140	Welipitiya	gnd	903	198	674	0	18	4	2	0	7	0	0	0
LK-2312080	Kalapura	gnd	902	10	836	26	0	1	8	0	20	1	0	0
LK-1203065	Kudapaduwa North	gnd	901	741	127	20	2	0	0	0	11	0	0	0
LK-1303295	Pinwatta	gnd	901	331	544	0	15	0	0	0	11	0	0	0
LK-8130220	Karagasthenna	gnd	901	153	516	2	43	164	17	0	4	1	0	1
LK-1327170	Dodangoda West - North West	gnd	900	62	771	0	48	5	11	0	2	0	0	1
LK-4118110	Puttur East	gnd	900	20	832	2	0	14	1	6	21	4	0	0
LK-5215040	Jayawardhanapura	gnd	900	722	175	0	0	0	0	0	3	0	0	0
LK-1203170	Pitipana South - East	gnd	899	676	206	2	0	0	0	0	12	2	1	0
LK-2112075	Wattegama North	gnd	899	596	271	5	0	18	4	0	5	0	0	0
LK-5248035	Rasak Moulana Nagar	gnd	898	747	120	0	0	1	15	3	9	2	0	1
LK-1109110	Welipillewa	gnd	897	34	796	0	61	4	0	0	1	0	0	1
LK-1321305	Kithulawa	gnd	897	111	723	0	45	1	7	0	8	1	0	1
LK-3242105	Wewahamandoowa	gnd	897	588	269	6	12	14	3	0	5	0	0	0
LK-8121100	Rambukpotha	gnd	897	354	516	4	0	21	0	0	0	1	0	1
LK-1203035	Ettukala	gnd	896	750	139	1	0	3	0	0	3	0	0	0
LK-1306225	Madupitiya	gnd	895	105	749	2	20	2	3	0	14	0	0	0
LK-8133110	Inikambedda	gnd	895	235	590	10	4	46	2	0	8	0	0	0
LK-1224210	Bollatha South	gnd	894	235	591	0	44	14	10	0	0	0	0	0
LK-1239165	Biyagama West	gnd	894	57	814	4	5	13	0	0	1	0	0	0
LK-5112110	Iyankerny Muslim	gnd	894	773	75	1	0	0	0	4	38	3	0	0
LK-4142	Delft	dsd	893	10	815	24	1	8	6	18	11	0	0	0
LG-41032	Delft PS	lg	893	10	815	24	1	8	6	18	11	0	0	0
LK-1106115	Dahampura	gnd	893	315	529	2	6	2	0	0	39	0	0	0
LK-1133085	Kuduwamulla	gnd	893	224	610	1	45	0	0	0	13	0	0	0
LK-1330180	Welipenna West	gnd	893	59	743	22	36	27	3	0	1	0	1	1
LK-1227210	Ellakkala West	gnd	892	90	770	1	3	17	1	0	3	6	1	0
LK-7133120	Step 3 Part 1	gnd	892	696	179	15	0	0	0	0	2	0	0	0
LK-9142175	Rakwana North	gnd	892	37	723	91	4	25	11	0	1	0	0	0
LK-1112400	Palagama	gnd	890	55	769	1	50	2	3	0	9	1	0	0
LK-9124185	Poronuwa	gnd	890	76	616	150	1	13	32	0	2	0	0	0
LK-9233045	Deraniyagala	gnd	890	17	862	2	0	0	1	0	8	0	0	0
LK-1106140	Kotikawatta West	gnd	889	69	810	2	4	0	0	0	4	0	0	0
LK-1136045	Egodawatta	gnd	889	333	535	2	17	1	0	0	1	0	0	0
LK-1330090	Yatadolawatta East	gnd	889	62	795	8	14	2	7	0	1	0	0	0
LK-9112230	Mudduwa East	gnd	889	133	717	32	6	0	0	0	1	0	0	0
LK-2130280	Maligathenna	gnd	888	233	597	23	0	25	8	0	1	1	0	0
LK-2309510	Rathnayakapura	gnd	888	328	387	98	3	62	4	0	5	0	1	0
LK-4409075	Udayarkattu South	gnd	888	14	811	1	0	1	0	6	23	18	0	14
LK-5124075	Kattankudy Division 6 South	gnd	888	855	11	0	0	0	1	0	19	2	0	0
LK-8124070	Mahawattagama	gnd	888	50	534	6	60	232	3	0	1	2	0	0
LK-9106170	Pathagama	gnd	887	83	753	24	3	7	13	0	4	0	0	0
LK-1233140	Vilimbula South	gnd	886	76	780	0	18	8	2	0	1	0	1	0
LK-2310620	St. Magret	gnd	886	229	299	322	2	31	0	0	2	0	1	0
LK-5236025	Akkaraipattu 06	gnd	885	485	391	7	0	0	0	0	1	1	0	0
